CODE_GENDER_M,NAME_CONTRACT_TYPE_Cash_loans,EXT_SOURCE_3,NAME_EDUCATION_TYPE_Higher_education,EXT_SOURCE_2,FLAG_OWN_CAR,NAME_EDUCATION_TYPE_Secondary_or_secondary_special
0,1,0.3572932680336494,0,0.6090623994637668,False,1
0,1,0.4884551844437485,0,0.5953228074824473,False,1
0,1,0.5549467685334323,0,0.5829694154460509,False,1
0,1,0.5108529061799658,0,0.5490294816303962,False,1
1,1,0.4418358231994413,0,0.7098001279422429,True,1
0,1,0.7380196196295241,0,0.5825599985622982,False,0
0,1,0.2807895743848605,1,0.5963496869754543,True,0
1,1,0.622922000268356,0,0.5085184825397012,True,1
0,1,0.4525335592581747,1,0.5425297187680556,False,0
0,1,0.6642482627052363,0,0.7830604044151501,False,1
1,1,0.8357765157975799,0,0.5713412940701159,True,1
0,1,0.4812493411434029,1,0.5945059737887057,True,0
0,1,0.7136313997323308,1,0.5209114876389628,True,0
0,1,0.4848514754962666,1,0.6679428374773762,False,0
0,1,0.8528284668510541,0,0.5069389285240896,False,1
0,1,0.4418358231994413,1,0.7057749301285425,True,0
1,0,0.5814837058057234,1,0.484229655499253,True,0
0,1,0.3842068130556564,0,0.4813793189798296,True,1
0,1,0.6127042441012546,1,0.3494772164407287,True,0
0,1,0.7394117535524816,1,0.6935717525568379,False,0
0,1,0.656158373001177,1,0.5841651061058748,True,0
0,1,0.7032033049040319,1,0.4754261350342943,False,0
0,1,0.6313545365850379,0,0.3502581352214758,False,1
0,1,0.6817058776720116,0,0.6465786545322567,False,1
0,1,0.5849900404894085,1,0.3505617664102277,True,0
1,1,0.656158373001177,0,0.7532943528255319,True,1
1,0,0.5549467685334323,1,0.1709392807269874,False,0
1,0,0.5108529061799658,0,0.6502726244128293,True,1
1,1,0.6380435278721609,0,0.4300500563310507,True,1
1,1,0.7394117535524816,0,0.5452692120114947,True,1
0,1,0.2622489709189549,1,0.6483156868401896,False,0
0,1,0.4974688893052743,0,0.5758393243995081,True,1
1,1,0.7623356180684377,0,0.5757485227676067,False,1
0,1,0.7338145369642702,0,0.6321239728578547,False,1
0,0,0.4543210601605785,0,0.5517784349205583,False,1
0,1,0.6041125998015721,1,0.5231049182106924,True,0
0,1,0.7267112092725122,0,0.5863997069706343,False,1
1,1,0.6785676886853644,1,0.6538100740621451,True,0
1,1,0.633031641417419,1,0.1541000220427722,True,0
0,0,0.6545292802242897,0,0.7651332955504474,False,1
0,1,0.7281412993111438,1,0.7376641513695528,False,0
0,1,0.5442347412142162,0,0.6906967696501873,False,1
0,0,0.6801388218428291,1,0.6603190731045404,True,0
0,1,0.520897599048938,1,0.5966707431434445,False,0
0,1,0.5460231970049609,0,0.6678991849107727,False,1
1,1,0.6058362647264226,1,0.7276942309944587,True,0
0,0,0.3296550543128238,0,0.536901810639101,True,1
1,1,0.5108529061799658,0,0.7369695577430926,True,1
0,1,0.4400578303966329,1,0.6894995458107983,True,0
0,1,0.5656079814115492,1,0.4485281744252407,True,0
0,0,0.3185955240537633,0,0.6856334845652889,True,1
0,1,0.6263042766749393,0,0.5309322945667029,False,1
0,1,0.7981372313187245,0,0.631096172601295,False,1
0,1,0.5388627065779676,0,0.6853223205962616,True,1
0,1,0.5334816299804352,0,0.7376556878383229,True,1
0,1,0.6848276586890367,0,0.6052601198903317,False,1
1,1,0.7981372313187245,0,0.7068363923288563,True,1
0,1,0.6109913280868294,0,0.6591261810056485,False,1
0,1,0.4668640059537032,0,0.7877922825821623,False,1
1,1,0.6658549219640212,0,0.6260879356711869,False,1
1,1,0.4276573700350293,0,0.7121592141920194,False,0
0,1,0.5108529061799658,0,0.5176970790923283,False,1
0,1,0.7503751495159068,1,0.6241149450971177,True,0
0,1,0.4866531565147181,1,0.4869772172945406,False,0
0,1,0.4329616670974407,0,0.5989420684071781,False,1
0,1,0.5262949398096192,0,0.7091916615715741,False,1
0,1,0.4471785780453068,1,0.5915927693221288,True,0
1,1,0.7435593141311444,0,0.6843264227574261,True,1
1,0,0.363945238612397,0,0.5771260175433898,False,1
0,1,0.3893387918468769,0,0.6386085713060585,True,0
0,1,0.6832688314232291,0,0.4917804131191045,True,0
1,1,0.5108529061799658,0,0.8005640803412254,True,1
1,1,0.3927738606031339,1,0.8067845627812692,True,0
0,1,0.6832688314232291,0,0.3473871515198924,False,1
0,1,0.7801436381572275,0,0.7118363590541427,False,1
0,1,0.7062051096536562,0,0.6771741846212842,False,1
0,1,0.3825018041447388,1,0.4856716074334774,True,0
0,0,0.6971469077844458,1,0.7356278639046309,False,0
1,1,0.6263042766749393,1,0.6372296666627345,False,0
1,0,0.6910212267577837,0,0.5797282183017333,True,1
1,1,0.6178261467332483,0,0.4955082161976334,True,1
0,1,0.7194907850918436,0,0.5065071218821826,False,1
0,1,0.7713615919194317,0,0.6133338913641772,False,1
0,1,0.7180328113294772,0,0.6435245192037757,False,1
0,0,0.4956658291397297,1,0.5748348817210839,False,0
0,1,0.4866531565147181,0,0.4919553074998354,True,1
0,1,0.7352209993926424,1,0.6016809185550869,False,0
0,1,0.3312508645909018,0,0.5615245714015576,True,1
0,1,0.5154953751603267,0,0.3516079787545572,False,1
0,1,0.5334816299804352,1,0.3153556922567812,False,0
0,1,0.5779691187553125,0,0.4759333534069098,False,1
0,1,0.5064842396679806,0,0.6711650824441279,False,1
0,1,0.4489622731076524,0,0.5141792078981109,False,1
0,1,0.5108529061799658,0,0.6288277683937588,False,1
0,1,0.326475210066026,0,0.5832405247337096,True,1
